TransactionID,CustomerID,TransactionDate,Amount,Currency,PaymentMethod,Status
5783,1868,10/11/2021,1854.3,EUR,Debit Card,Pending
5784,796,30/08/2021,4410.86,GBP,Debit Card,Completed
5785,56,15/05/2023,4705.08,EUR,Credit Card,Completed
5786,1745,03/03/2022,3295.59,USD,Bank Transfer,Pending
5787,1683,03/05/2021,3911.06,USD,Bank Transfer,Failed
5788,1527,11/10/2021,4099.59,USD,Credit Card,Pending
5789,381,28/08/2025,151.44,EUR,Bank Transfer,Pending
5790,243,08/05/2020,3376.9,GBP,Bank Transfer,Pending
5791,792,12/01/2023,4822.47,EUR,Credit Card,Completed
5792,1349,10/12/2023,3468.79,GBP,Bank Transfer,Failed
5793,618,10/09/2023,494.59,GBP,Credit Card,Pending
5794,708,02/11/2022,2143.53,EUR,Bank Transfer,Pending
5795,1538,12/08/2020,4067.2,USD,Debit Card,Failed
5796,1220,26/02/2020,3519.58,EUR,Debit Card,Failed
5797,213,04/11/2023,580.89,GBP,Debit Card,Failed
5798,1475,13/02/2021,1232.3,EUR,Debit Card,Failed
5799,1799,06/06/2025,2697.75,GBP,Debit Card,Pending
5800,1654,23/01/2020,4212.94,GBP,Credit Card,Failed
5801,602,27/08/2022,242.5,USD,Debit Card,Failed
5802,627,21/03/2020,3670.48,USD,Credit Card,Pending
5803,1989,01/12/2023,789.11,USD,Debit Card,Pending
5804,1289,02/02/2020,3758.85,EUR,Debit Card,Pending
5805,1000,06/10/2020,2312.29,GBP,Bank Transfer,Completed
5806,152,09/08/2024,3620.52,EUR,Bank Transfer,Pending
5807,1561,14/11/2024,3694.06,EUR,Credit Card,Completed
5808,1254,26/10/2021,2271.44,GBP,Debit Card,Completed
5809,1419,22/11/2022,169.39,GBP,Bank Transfer,Pending
5810,1135,18/02/2023,4355.25,EUR,Debit Card,Failed
5811,1547,15/11/2025,3640.49,EUR,Credit Card,Completed
5812,1495,02/01/2024,3803.86,EUR,Credit Card,Failed
5813,232,19/06/2025,3461.69,GBP,Credit Card,Completed
5814,1954,05/04/2024,26.74,USD,Bank Transfer,Completed
5815,1971,14/07/2024,4664.33,USD,Bank Transfer,Pending
5816,545,26/01/2021,4838.16,USD,Debit Card,Completed
5817,1989,23/10/2020,2894.67,GBP,Debit Card,Completed
5818,270,03/01/2023,4953.86,GBP,Credit Card,Pending
5819,579,21/01/2023,3729.98,EUR,Bank Transfer,Pending
5820,948,03/04/2020,4381.32,EUR,Bank Transfer,Failed
5821,250,15/11/2023,4447,USD,Credit Card,Failed
5822,182,23/09/2020,314.95,GBP,Credit Card,Pending
5823,1979,19/08/2022,1241.85,USD,Bank Transfer,Pending
5824,1210,03/10/2023,2267.85,EUR,Debit Card,Failed
5825,1882,28/06/2025,4216,EUR,Debit Card,Pending
5826,507,11/03/2023,2541.35,GBP,Credit Card,Completed
5827,764,09/06/2023,3504.03,EUR,Credit Card,Failed
5828,953,14/05/2024,184.46,GBP,Bank Transfer,Failed
5829,384,12/04/2020,3506.83,GBP,Bank Transfer,Completed
5830,733,19/04/2020,3312.93,EUR,Credit Card,Pending
5831,1089,04/02/2024,4408.83,GBP,Credit Card,Completed
5832,1100,18/01/2021,4968.61,USD,Bank Transfer,Pending
5833,762,04/06/2022,1669.25,EUR,Credit Card,Completed
5834,596,20/05/2023,4672.2,USD,Debit Card,Completed
5835,1469,10/01/2020,2404.59,GBP,Bank Transfer,Pending
5836,1968,14/12/2022,4198.16,GBP,Credit Card,Completed
5837,180,13/01/2022,299.09,EUR,Bank Transfer,Completed
5838,451,21/01/2023,2788.6,USD,Credit Card,Completed
5839,1783,16/09/2023,1227.9,EUR,Debit Card,Pending
5840,954,01/04/2023,1103.89,USD,Debit Card,Failed
5841,766,26/06/2022,3757.2,EUR,Debit Card,Pending
5842,1614,14/10/2024,3339.31,EUR,Debit Card,Completed
5843,1115,16/02/2024,4506.54,EUR,Bank Transfer,Failed
5844,1277,18/12/2024,4692.64,EUR,Bank Transfer,Completed
5845,1748,29/11/2022,4230.58,USD,Credit Card,Pending
5846,1057,25/03/2021,287.29,GBP,Debit Card,Failed
5847,1873,16/09/2021,1644.37,EUR,Credit Card,Failed
5848,1916,14/11/2020,4672.98,GBP,Debit Card,Failed
5849,1148,27/10/2023,2102.05,GBP,Credit Card,Pending
5850,488,26/03/2021,1748.85,USD,Credit Card,Failed
5851,955,24/04/2025,559.68,GBP,Credit Card,Pending
5852,1744,02/11/2025,2871.72,EUR,Bank Transfer,Completed
5853,568,14/11/2021,1767.27,GBP,Debit Card,Failed
5854,479,02/01/2021,2171.69,USD,Bank Transfer,Failed
5855,1845,22/12/2020,1520.49,EUR,Credit Card,Failed
5856,179,06/01/2024,1006.59,USD,Credit Card,Pending
5857,1330,25/11/2022,213.42,USD,Credit Card,Pending
5858,828,15/03/2023,3115.69,USD,Debit Card,Completed
5859,146,16/06/2020,3753.82,EUR,Debit Card,Pending
5860,87,02/06/2020,162.83,EUR,Credit Card,Pending
5861,315,28/01/2025,692.06,USD,Bank Transfer,Completed
5862,1982,27/01/2025,1243.25,EUR,Debit Card,Failed
5863,764,02/02/2023,397.2,GBP,Bank Transfer,Pending
5864,824,13/03/2021,3201.79,GBP,Bank Transfer,Completed
5865,1772,23/01/2020,912.31,EUR,Debit Card,Failed
5866,281,07/02/2021,4054.05,EUR,Bank Transfer,Pending
5867,618,19/08/2020,3941.24,GBP,Bank Transfer,Pending
5868,1059,07/02/2023,2525.6,USD,Bank Transfer,Pending
5869,328,19/10/2023,4712.79,USD,Debit Card,Completed
5870,1438,30/06/2021,1711.05,USD,Bank Transfer,Failed
5871,392,09/08/2023,1526.96,EUR,Bank Transfer,Pending
5872,1225,15/11/2021,1871.22,USD,Credit Card,Pending
5873,56,02/08/2024,3149.65,USD,Debit Card,Completed
5874,1683,16/04/2025,4539.63,USD,Bank Transfer,Failed
5875,702,31/03/2022,2163.68,GBP,Bank Transfer,Failed
5876,1920,21/08/2023,70.55,USD,Credit Card,Pending
5877,1946,25/05/2022,2113.23,EUR,Debit Card,Completed
5878,1365,10/07/2021,4059.99,GBP,Debit Card,Failed
5879,709,18/12/2021,3412.5,EUR,Bank Transfer,Failed
5880,97,05/01/2023,2847.52,EUR,Credit Card,Failed
5881,1732,17/10/2020,1467.6,EUR,Credit Card,Pending
5882,1832,22/05/2023,2151.14,USD,Bank Transfer,Failed
5883,746,12/04/2023,389.78,GBP,Bank Transfer,Completed
5884,1761,07/06/2021,542.36,USD,Debit Card,Completed
5885,1024,03/07/2025,569.07,GBP,Debit Card,Completed
5886,1665,26/03/2021,2829.6,USD,Bank Transfer,Completed
5887,924,11/11/2020,3354.68,GBP,Credit Card,Pending
5888,993,08/10/2023,1205.41,EUR,Debit Card,Failed
5889,1128,25/06/2022,2805.41,USD,Bank Transfer,Pending
5890,89,05/05/2024,3355.09,USD,Bank Transfer,Completed
5891,147,09/11/2020,4453.75,GBP,Bank Transfer,Failed
5892,1476,09/03/2024,3296.14,USD,Bank Transfer,Failed
5893,107,06/05/2022,966.62,USD,Bank Transfer,Pending
5894,1373,08/09/2021,1818.7,USD,Credit Card,Completed
5895,1251,03/09/2022,3931.72,EUR,Credit Card,Completed
5896,1785,25/11/2024,923.64,EUR,Debit Card,Completed
5897,970,06/06/2020,1141.67,EUR,Bank Transfer,Completed
5898,1907,17/01/2024,265.53,GBP,Credit Card,Pending
5899,508,19/05/2022,732.74,USD,Credit Card,Completed
5900,435,19/10/2023,4263.85,GBP,Bank Transfer,Failed
5901,1496,17/08/2024,2434,GBP,Debit Card,Failed
5902,1842,16/02/2021,3871.03,GBP,Bank Transfer,Completed
5903,1655,18/05/2024,3979.92,USD,Debit Card,Pending
5904,484,30/05/2020,3451.65,USD,Credit Card,Completed
5905,1411,12/09/2020,336.71,USD,Credit Card,Pending
5906,1796,21/11/2023,1771.26,GBP,Debit Card,Completed
5907,1467,14/12/2020,1795.22,USD,Debit Card,Completed
5908,71,31/01/2021,489.06,GBP,Debit Card,Failed
5909,929,04/03/2023,3727.27,USD,Bank Transfer,Failed
5910,264,27/08/2023,327.13,EUR,Bank Transfer,Completed
5911,699,07/10/2025,865.08,EUR,Debit Card,Completed
5912,1348,22/09/2023,4142.27,USD,Debit Card,Failed
5913,898,22/09/2024,498.96,USD,Bank Transfer,Failed
5914,1981,16/08/2024,1535.76,EUR,Bank Transfer,Failed
5915,777,12/06/2023,1532.27,EUR,Bank Transfer,Failed
5916,199,09/02/2024,1511.51,GBP,Bank Transfer,Failed
5917,1113,14/06/2023,3940.23,EUR,Credit Card,Failed
5918,1856,06/08/2023,452.94,GBP,Debit Card,Completed
5919,1928,31/07/2021,781.07,GBP,Debit Card,Failed
5920,1021,08/09/2023,3426.8,EUR,Debit Card,Pending
5921,1808,02/09/2021,749.47,EUR,Debit Card,Failed
5922,339,17/03/2022,4753.47,USD,Debit Card,Failed
5923,1940,05/03/2021,2380.47,USD,Debit Card,Failed
5924,806,23/08/2024,2762.11,USD,Credit Card,Failed
5925,1613,13/09/2025,4871.49,EUR,Debit Card,Pending
5926,1686,05/05/2021,662.31,GBP,Credit Card,Pending
5927,17,17/09/2020,2256.19,USD,Debit Card,Pending
5928,1280,01/03/2025,2553.41,GBP,Debit Card,Failed
5929,1016,16/08/2025,3344.69,USD,Credit Card,Completed
5930,1223,01/08/2025,4060.27,USD,Debit Card,Failed
5931,52,27/05/2023,4352.29,EUR,Debit Card,Failed
5932,109,09/07/2022,2675.39,EUR,Debit Card,Failed
5933,202,22/12/2024,2576.15,EUR,Credit Card,Failed
5934,68,22/11/2020,2243.41,EUR,Bank Transfer,Pending
5935,523,14/09/2022,4673.35,GBP,Debit Card,Failed
5936,504,02/06/2023,283.05,EUR,Debit Card,Failed
5937,473,10/02/2025,1617.07,USD,Debit Card,Completed
5938,541,13/10/2023,1697.93,USD,Bank Transfer,Pending
5939,878,23/12/2023,1003.52,EUR,Bank Transfer,Completed
5940,472,13/05/2024,4438.11,GBP,Bank Transfer,Pending
5941,1888,16/08/2023,430.78,GBP,Credit Card,Failed
5942,84,10/07/2024,1845.76,USD,Credit Card,Pending
5943,1379,05/10/2022,3722.8,GBP,Bank Transfer,Failed
5944,1169,22/06/2021,4998.48,GBP,Debit Card,Pending
5945,1803,28/11/2022,1019.13,GBP,Credit Card,Pending
5946,1474,07/08/2022,3755.4,USD,Bank Transfer,Pending
5947,216,11/06/2024,4056.79,GBP,Bank Transfer,Pending
5948,689,29/09/2022,4654.38,EUR,Bank Transfer,Completed
5949,1464,08/09/2021,156.23,GBP,Bank Transfer,Pending
5950,301,11/09/2022,3987.64,EUR,Credit Card,Completed
5951,406,09/06/2020,1341.9,EUR,Bank Transfer,Completed
5952,26,23/03/2020,3862.27,USD,Credit Card,Completed
5953,1709,06/01/2020,3231.63,USD,Credit Card,Pending
5954,525,11/10/2025,506.48,EUR,Bank Transfer,Failed
5955,761,23/07/2020,2410.48,USD,Credit Card,Failed
5956,40,03/04/2023,2479.78,GBP,Bank Transfer,Pending
5957,1553,26/05/2022,1617.57,USD,Bank Transfer,Pending
5958,909,22/01/2024,1603.42,GBP,Credit Card,Completed
5959,634,06/01/2023,4200.09,USD,Credit Card,Failed
5960,600,15/05/2025,3181.83,EUR,Credit Card,Completed
5961,884,28/02/2021,1532.63,EUR,Debit Card,Pending
5962,1004,07/11/2025,3667.64,EUR,Bank Transfer,Failed
5963,1163,23/09/2022,62.55,EUR,Debit Card,Failed
5964,1268,25/02/2021,4807.55,USD,Credit Card,Failed
5965,874,15/07/2024,1894.88,EUR,Debit Card,Completed
5966,1014,15/11/2021,1382.48,EUR,Bank Transfer,Completed
5967,375,13/12/2022,829.92,USD,Debit Card,Pending
5968,1269,16/01/2020,421.96,EUR,Credit Card,Failed
5969,1430,30/01/2024,1299.84,EUR,Bank Transfer,Pending
5970,1247,02/06/2022,3439.96,EUR,Credit Card,Completed
5971,354,19/01/2022,1876.03,GBP,Bank Transfer,Pending
5972,1628,23/10/2022,822.01,EUR,Credit Card,Completed
5973,1105,13/02/2020,4273.25,USD,Credit Card,Completed
5974,1560,23/04/2025,3247.23,USD,Credit Card,Pending
5975,1421,19/06/2020,1732.72,EUR,Debit Card,Pending
5976,112,19/10/2022,2450.51,USD,Bank Transfer,Pending
5977,68,07/04/2022,4023.63,USD,Credit Card,Completed
5978,892,19/06/2024,3826.68,EUR,Credit Card,Pending
5979,1569,02/08/2023,148.55,USD,Debit Card,Pending
5980,1676,08/06/2020,4814.12,USD,Bank Transfer,Completed
5981,1809,10/10/2022,3082.36,GBP,Bank Transfer,Completed
5982,1248,21/03/2023,1239.51,EUR,Debit Card,Failed
5983,1152,01/08/2023,2174.13,GBP,Credit Card,Pending
5984,436,01/01/2022,3634.17,USD,Bank Transfer,Failed
5985,1301,12/11/2024,3975.67,EUR,Bank Transfer,Completed
5986,843,11/02/2023,506.07,GBP,Debit Card,Failed
5987,336,10/04/2022,428.35,GBP,Debit Card,Pending
5988,129,30/03/2025,4215.31,GBP,Credit Card,Failed
5989,960,09/06/2024,3825.49,GBP,Bank Transfer,Pending
5990,345,26/01/2023,1213.99,GBP,Debit Card,Completed
5991,1769,02/06/2022,720.07,EUR,Credit Card,Completed
5992,931,12/11/2022,2212.93,EUR,Bank Transfer,Completed
5993,1493,01/04/2020,2252.55,GBP,Bank Transfer,Failed
5994,678,16/01/2021,3758.97,GBP,Bank Transfer,Completed
5995,1301,25/03/2023,4751.5,GBP,Bank Transfer,Failed
5996,200,15/05/2021,2346.41,EUR,Debit Card,Failed
5997,970,14/09/2022,4300.39,EUR,Bank Transfer,Pending
5998,628,20/01/2023,4824.48,EUR,Bank Transfer,Completed
5999,339,16/07/2024,4602.04,EUR,Credit Card,Completed
6000,1801,13/08/2025,1429.55,USD,Bank Transfer,Failed
6001,1314,21/10/2025,3796.48,USD,Credit Card,Failed
6002,768,28/08/2022,3005.56,GBP,Credit Card,Failed
6003,1417,26/07/2020,3815.9,GBP,Debit Card,Failed
6004,263,21/02/2022,4867.48,USD,Credit Card,Pending
6005,203,25/10/2024,3143.06,EUR,Bank Transfer,Pending
6006,52,11/10/2023,1987.27,USD,Credit Card,Completed
6007,363,14/02/2020,4410.05,EUR,Debit Card,Pending
6008,789,06/12/2023,2689.04,USD,Bank Transfer,Completed
6009,1282,15/09/2025,1532.16,USD,Debit Card,Failed
6010,920,13/07/2024,2271.48,USD,Debit Card,Pending
6011,565,27/10/2020,743.82,USD,Credit Card,Failed
6012,269,19/06/2023,1999.66,USD,Debit Card,Pending
6013,1788,24/12/2024,655.97,GBP,Debit Card,Completed
6014,1887,11/03/2020,1866.52,USD,Bank Transfer,Completed
6015,612,17/11/2023,1077.52,GBP,Debit Card,Completed
6016,1329,09/07/2020,4907.86,GBP,Credit Card,Completed
6017,1582,16/06/2024,3358.9,EUR,Bank Transfer,Pending
6018,1764,17/01/2020,4003.55,GBP,Debit Card,Completed
6019,434,02/12/2022,4028.38,EUR,Debit Card,Completed
6020,212,18/07/2025,3587.91,EUR,Credit Card,Pending
6021,968,10/10/2020,2012.34,EUR,Debit Card,Completed
6022,1630,06/01/2022,1662.23,USD,Debit Card,Failed
6023,932,25/08/2021,4777.63,EUR,Bank Transfer,Completed
6024,1305,05/05/2021,3290.33,USD,Credit Card,Pending
6025,1493,29/06/2024,2881.67,EUR,Credit Card,Pending
6026,1859,11/03/2023,211.13,EUR,Debit Card,Completed
6027,298,02/02/2024,729.24,EUR,Debit Card,Completed
6028,815,13/03/2022,4669.39,EUR,Bank Transfer,Pending
6029,928,01/01/2024,805.99,GBP,Credit Card,Failed
6030,1744,29/12/2025,1580.05,USD,Bank Transfer,Pending
6031,823,09/08/2020,1174.22,EUR,Bank Transfer,Pending
6032,1208,19/10/2023,3538.19,USD,Bank Transfer,Pending
6033,1212,30/11/2025,4692.37,EUR,Credit Card,Failed
6034,1926,20/08/2021,4278.06,EUR,Debit Card,Pending
6035,1423,24/07/2024,4261.09,USD,Bank Transfer,Failed
6036,3,10/02/2024,2453.56,EUR,Bank Transfer,Pending
6037,67,03/04/2024,560.29,EUR,Credit Card,Completed
6038,98,16/12/2022,3410,EUR,Credit Card,Completed
6039,88,21/02/2020,1871.8,USD,Bank Transfer,Completed
6040,41,08/11/2025,4181.78,EUR,Credit Card,Failed
6041,900,21/11/2025,4444.34,USD,Bank Transfer,Failed
6042,43,27/07/2020,4335.38,USD,Debit Card,Completed
6043,1710,26/11/2025,159.75,GBP,Credit Card,Failed
6044,1628,12/09/2024,2512.78,USD,Bank Transfer,Pending
6045,771,25/10/2025,680.47,GBP,Credit Card,Completed
6046,361,13/11/2021,3503.42,GBP,Credit Card,Completed
6047,823,27/06/2025,260.54,GBP,Bank Transfer,Completed
6048,1211,30/09/2025,1907.53,GBP,Bank Transfer,Pending
6049,1420,09/11/2025,306.85,USD,Debit Card,Failed
6050,357,21/10/2024,4973.17,USD,Bank Transfer,Completed
6051,719,13/03/2023,3682.05,EUR,Credit Card,Completed
6052,815,08/09/2023,1629.5,EUR,Bank Transfer,Completed
6053,1288,20/09/2024,62.72,USD,Bank Transfer,Failed
6054,803,01/12/2021,725.79,GBP,Credit Card,Pending
6055,1975,25/09/2024,516.55,EUR,Debit Card,Pending
6056,1796,20/04/2025,1629.11,EUR,Credit Card,Failed
6057,1605,24/08/2022,1981.02,EUR,Credit Card,Completed
6058,1873,19/11/2023,4615.02,USD,Bank Transfer,Failed
6059,1122,17/01/2021,3024.79,USD,Bank Transfer,Pending
6060,1394,10/07/2024,2475.1,EUR,Bank Transfer,Completed
6061,347,31/07/2025,1888.7,EUR,Bank Transfer,Failed
6062,1920,08/06/2025,3042.47,GBP,Bank Transfer,Failed
6063,1021,07/09/2024,2198.28,USD,Debit Card,Completed
6064,455,16/03/2021,4797.97,EUR,Bank Transfer,Pending
6065,515,16/10/2023,3985.08,EUR,Debit Card,Completed
6066,87,24/09/2022,1822.32,EUR,Bank Transfer,Pending
6067,74,02/01/2024,4243.8,USD,Debit Card,Completed
6068,806,05/03/2021,1622.74,EUR,Debit Card,Completed
6069,1395,25/04/2022,3138.94,EUR,Debit Card,Completed
6070,1114,17/10/2022,4136.76,USD,Credit Card,Failed
6071,1998,12/08/2023,147.8,USD,Credit Card,Completed
6072,1070,10/09/2021,1910.28,GBP,Credit Card,Completed
6073,868,23/02/2021,2453.56,USD,Credit Card,Failed
6074,573,13/05/2025,2539.18,EUR,Bank Transfer,Pending
6075,1287,16/11/2020,4230.61,GBP,Bank Transfer,Completed
6076,1600,31/05/2024,4782.76,EUR,Bank Transfer,Pending
6077,1117,31/12/2024,3936.41,GBP,Credit Card,Completed
6078,1598,24/09/2023,4196.67,USD,Debit Card,Failed
6079,237,10/03/2023,2995.87,GBP,Credit Card,Failed
6080,1968,01/08/2021,4717.18,USD,Debit Card,Failed
6081,1748,17/12/2025,2644.35,EUR,Credit Card,Failed
6082,11,13/09/2020,2702.84,USD,Debit Card,Pending
6083,944,18/11/2023,4988.52,GBP,Bank Transfer,Pending
6084,1443,31/05/2022,4832.15,GBP,Debit Card,Completed
6085,1461,23/11/2022,1523.85,USD,Credit Card,Completed
6086,1003,11/09/2020,1398.82,GBP,Credit Card,Completed
6087,134,31/01/2021,3815.01,GBP,Credit Card,Failed
6088,1611,15/11/2021,886.25,GBP,Debit Card,Failed
6089,1374,28/08/2025,3092.16,EUR,Bank Transfer,Failed
6090,1839,28/10/2020,570.23,GBP,Bank Transfer,Failed
6091,1531,20/05/2023,274.25,EUR,Bank Transfer,Failed
6092,487,18/11/2024,148.71,GBP,Debit Card,Failed
6093,995,11/11/2022,2324.35,GBP,Debit Card,Pending
6094,1569,30/12/2020,15.05,EUR,Bank Transfer,Completed
6095,519,14/06/2024,3717.86,GBP,Bank Transfer,Failed
6096,1345,03/07/2024,3394.62,GBP,Debit Card,Failed
6097,348,29/07/2025,2681.12,USD,Bank Transfer,Failed
6098,1699,14/08/2022,4835.44,GBP,Credit Card,Pending
6099,182,14/01/2024,4125.06,USD,Debit Card,Failed
6100,314,30/08/2025,4056.49,GBP,Debit Card,Pending
6101,576,06/02/2021,1014.34,GBP,Bank Transfer,Failed
6102,1143,19/02/2025,1768,GBP,Credit Card,Pending
6103,693,30/09/2024,3799.17,USD,Debit Card,Failed
6104,872,21/09/2024,3900.52,EUR,Credit Card,Pending
6105,333,15/12/2024,55.97,EUR,Debit Card,Pending
6106,753,21/12/2025,157.97,GBP,Bank Transfer,Completed
6107,1459,25/07/2022,1227.76,EUR,Credit Card,Failed
6108,505,23/05/2025,2227.46,GBP,Credit Card,Pending
6109,1585,09/01/2024,1669.99,EUR,Debit Card,Pending
6110,1406,22/06/2025,3206.54,GBP,Debit Card,Pending
6111,389,30/07/2024,2348.28,USD,Credit Card,Failed
6112,804,11/02/2024,4634.92,GBP,Bank Transfer,Completed
6113,593,23/03/2020,4558.46,USD,Bank Transfer,Failed
6114,414,16/07/2020,2330.25,EUR,Debit Card,Pending
6115,298,27/07/2023,297.7,GBP,Debit Card,Pending
6116,498,21/03/2025,3064.65,EUR,Credit Card,Completed
6117,1316,25/07/2020,4287.91,GBP,Bank Transfer,Failed
6118,1964,16/02/2025,3860.8,EUR,Debit Card,Failed
6119,29,19/09/2025,3300.03,GBP,Credit Card,Failed
6120,344,07/11/2024,1213.14,GBP,Debit Card,Failed
6121,737,17/09/2021,1663.22,USD,Credit Card,Completed
6122,529,03/11/2025,3939.61,EUR,Debit Card,Failed
6123,1881,09/04/2025,1693.52,EUR,Bank Transfer,Pending
6124,863,12/08/2020,2976.18,GBP,Credit Card,Completed
6125,1918,21/05/2025,3746.78,USD,Credit Card,Completed
6126,68,30/06/2024,1564.36,EUR,Credit Card,Pending
6127,1101,11/04/2024,1037.95,USD,Debit Card,Completed
6128,1096,04/03/2024,4023.71,GBP,Debit Card,Completed
6129,1583,14/10/2023,802.41,EUR,Debit Card,Failed
6130,1337,27/05/2023,4431.88,GBP,Debit Card,Completed
6131,1968,06/08/2024,1949.37,USD,Bank Transfer,Completed
6132,1996,31/12/2021,461.67,USD,Credit Card,Pending
6133,404,14/10/2024,448.59,USD,Credit Card,Failed
6134,596,09/10/2021,638.32,USD,Bank Transfer,Completed
6135,1554,04/05/2020,4371.18,USD,Credit Card,Failed
6136,480,28/09/2022,2562.83,EUR,Bank Transfer,Completed
6137,1674,22/11/2023,408.64,EUR,Bank Transfer,Failed
6138,1054,25/02/2020,4360.96,GBP,Bank Transfer,Failed
6139,132,18/08/2020,3653.2,GBP,Credit Card,Pending
6140,1526,08/09/2022,1070.04,GBP,Debit Card,Completed
6141,1530,10/11/2023,2445.24,GBP,Debit Card,Pending
6142,965,13/12/2025,2464.75,EUR,Credit Card,Failed
6143,489,02/02/2024,1290.96,USD,Debit Card,Completed
6144,457,19/01/2021,1396.42,EUR,Credit Card,Pending
6145,1472,15/10/2021,3309.4,GBP,Credit Card,Pending
6146,1934,27/05/2024,4144.97,EUR,Credit Card,Completed
6147,1775,12/03/2025,3214.99,USD,Credit Card,Pending
6148,1092,30/11/2021,2679.31,GBP,Bank Transfer,Pending
6149,131,02/01/2022,4400.98,GBP,Debit Card,Completed
6150,1676,27/05/2021,1297.08,USD,Bank Transfer,Completed
6151,1709,19/05/2025,85.31,GBP,Debit Card,Failed
6152,1290,02/02/2021,1228.82,EUR,Bank Transfer,Failed
6153,395,09/08/2022,336.55,EUR,Credit Card,Completed
6154,855,14/01/2022,50.83,EUR,Credit Card,Pending
6155,1085,30/08/2020,2802.73,EUR,Bank Transfer,Completed
6156,1181,07/06/2024,3429.95,GBP,Debit Card,Completed
6157,8,15/12/2021,3377.37,EUR,Debit Card,Failed
6158,810,12/01/2024,3969.82,EUR,Credit Card,Failed
6159,862,06/02/2020,3589.55,USD,Debit Card,Pending
6160,1764,12/09/2025,4739.52,GBP,Debit Card,Failed
6161,1261,30/07/2020,171.76,USD,Credit Card,Completed
6162,702,25/09/2024,752.64,GBP,Credit Card,Pending
6163,304,22/10/2020,936.57,GBP,Credit Card,Pending
6164,1247,04/05/2023,3965.95,EUR,Bank Transfer,Failed
6165,1553,20/02/2024,2190.18,GBP,Credit Card,Pending
6166,870,01/01/2021,3496.41,GBP,Credit Card,Pending
6167,572,17/04/2023,4442.23,EUR,Debit Card,Failed
6168,1519,19/04/2024,3057.76,GBP,Debit Card,Failed
6169,466,26/11/2023,3349.64,USD,Debit Card,Pending
6170,171,21/11/2022,2978.72,GBP,Credit Card,Failed
6171,558,07/07/2020,1664.24,USD,Bank Transfer,Pending
6172,1002,05/01/2025,3584.45,USD,Credit Card,Pending
6173,1970,22/07/2025,507.72,EUR,Debit Card,Failed
6174,342,11/08/2022,2054.62,GBP,Bank Transfer,Completed
6175,1626,13/02/2025,4359.19,USD,Credit Card,Completed
6176,234,30/10/2023,2942.58,USD,Bank Transfer,Failed
6177,1358,01/01/2025,3350.83,GBP,Credit Card,Pending
6178,1890,07/01/2024,573.24,EUR,Bank Transfer,Pending
6179,343,28/09/2021,3912.44,GBP,Bank Transfer,Pending
6180,893,05/10/2025,4104.14,EUR,Credit Card,Pending
6181,644,26/01/2024,2569.38,GBP,Credit Card,Pending
6182,1197,01/05/2023,4999.36,GBP,Debit Card,Completed
6183,750,11/01/2022,3472.85,USD,Bank Transfer,Completed
6184,90,10/09/2024,1775.68,EUR,Credit Card,Completed
6185,1997,09/10/2021,437.42,GBP,Bank Transfer,Pending
6186,243,14/03/2025,2874.79,USD,Credit Card,Completed
6187,9,05/03/2021,2871.56,GBP,Bank Transfer,Pending
6188,13,03/12/2024,2976.07,GBP,Bank Transfer,Completed
6189,1249,20/11/2021,148.09,GBP,Credit Card,Pending
6190,1833,07/11/2021,26.35,EUR,Bank Transfer,Failed
6191,1005,26/07/2020,1981.38,EUR,Debit Card,Completed
6192,818,29/09/2022,3857.43,EUR,Bank Transfer,Failed
6193,1999,31/10/2024,3814.45,USD,Bank Transfer,Failed
6194,1683,08/06/2025,4563.58,EUR,Credit Card,Completed
6195,1270,03/05/2024,4711.02,EUR,Bank Transfer,Failed
6196,1820,01/02/2020,4927.1,EUR,Credit Card,Completed
6197,292,18/10/2020,3223.67,EUR,Bank Transfer,Failed
6198,1406,31/07/2021,4854.38,EUR,Credit Card,Completed
6199,1224,22/03/2021,2425.29,USD,Debit Card,Pending
6200,994,29/12/2024,2149.33,EUR,Debit Card,Pending
6201,984,21/04/2024,3184.96,EUR,Bank Transfer,Completed
6202,459,13/04/2020,3250.07,USD,Credit Card,Pending
6203,104,11/01/2022,1142.58,USD,Bank Transfer,Completed
6204,1573,08/07/2021,4594.18,EUR,Debit Card,Completed
6205,1516,12/01/2023,4942.84,EUR,Debit Card,Failed
6206,360,04/11/2025,407.17,GBP,Credit Card,Failed
6207,343,31/12/2024,1793.05,USD,Debit Card,Completed
6208,1279,20/02/2025,3221.9,GBP,Debit Card,Completed
6209,1523,02/06/2022,1390.31,GBP,Debit Card,Pending
6210,1426,26/08/2021,4327.55,USD,Bank Transfer,Failed
6211,1932,03/09/2020,1609.09,GBP,Credit Card,Pending
6212,421,11/12/2025,2047.99,GBP,Credit Card,Completed
6213,941,10/06/2024,2152.55,GBP,Credit Card,Pending
6214,800,02/08/2022,429.72,GBP,Credit Card,Completed
6215,1263,03/04/2023,2637.58,EUR,Credit Card,Failed
6216,1053,10/08/2023,1141.15,USD,Bank Transfer,Pending
6217,556,11/09/2024,4237.47,USD,Credit Card,Pending
6218,334,25/06/2023,2766,USD,Debit Card,Completed
6219,898,19/07/2022,428.57,USD,Credit Card,Failed
6220,123,24/11/2022,788.37,GBP,Debit Card,Pending
6221,840,19/02/2021,1560.11,EUR,Credit Card,Pending
6222,637,12/12/2020,3777.93,EUR,Credit Card,Failed
6223,512,28/04/2022,1893.26,EUR,Bank Transfer,Failed
